SMILES,EndPt,ReadyBiodeg
CC1CC(C(O)CC2CC(=O)NC(=O)C2)C(=O)C(C)C1,RB,1
Clc1cccc(Cl)c1,NRB,0
CCCCCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl,NRB,0
Cc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],NRB,0
[O-][N+](=O)c1ccc(Cl)cc1,NRB,0
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,NRB,0
COC(=O)Nc1cccc(C)c1,RB,1
COCCO,RB,1
CCc1ccc(cc1)-c1ccccc1,NRB,0
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,NRB,0
Clc1ccc(cc1Cl)c2ccccc2,NRB,0
CC(=CCC\C(=C\CO)\C)C,RB,1
CCc1ccccc1C=C,NRB,0
Nc1cc(c(cc1)C=Cc1ccc(N)cc1S(O)(=O)=O)S(O)(=O)=O,NRB,0
CC(=C)C(O)=O,RB,1
O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,NRB,0
CC(=C)C1CCC(=CC1)C,RB,1
[O-][N+](=O)c1cccc(O)c1,RB,1
CC(C)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)C(C)C)Oc1ccc(cc1)C(C)C,NRB,0
Nc1c(cc(c2cccc(O)c12)S(=O)(=O)O)S(=O)(=O)O,NRB,0
Cc1cccc(c1)C(=O)O,RB,1
COc1cc(NC(=O)C(N=Nc2ccc(cc2Cl)c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)C(C)=O)c(OC)cc1Cl,NRB,0
Cc1cc(O)ccc1,RB,1
OC(=O)c1cc(ccc1)C(O)=O,RB,1
c1ccc(cc1)c2ccccc2,RB,1
CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,NRB,0
C1CCOC1,RB,1
Nc1cccc(c1)S(=O)(=O)c2cccc(N)c2,NRB,0
o1cccc1,NRB,0
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,NRB,0
CC(N)c1ccccc1,NRB,0
Cc1ccc(cc1)C(=O)O,RB,1
N=C(Nc1ccccc1)Nc1ccccc1,NRB,0
NC(CCCNC(=N)N)C(=O)O,RB,1
CC(=O)CC(=O)OCCCC,RB,1
ClP(Cl)c1ccccc1,NRB,0
CCC(N)(CO)CO,NRB,0
CCCCCCCCCCCCCCCCCCN=C=O,NRB,0
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,NRB,0
c1ccc2C=Cc3cccc1c32,RB,1
Oc1nc(O)nc(O)n1,NRB,0
CCC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+](=O)[O-])N(CCOC(=O)C)CCOC(=O)C,NRB,0
CCOC(=O)C,RB,1
CC(O)COC(=O)C(C)=C,RB,1
CC(C)(C)OO,NRB,0
Cc1ccc2Nc3cc4C(=O)c5cc(C)ccc5Nc4cc3C(=O)c2c1,NRB,0
CC(C)OC(=O)C,RB,1
CCCCCC(O)=O,RB,1
Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,NRB,0
C=Cc1ccccc1Cl,NRB,0
COC(C)(C)CCO,RB,1
C[S](C)=O,NRB,0
CCCCCCCCCC(O)=O,RB,1
Cc1ccc(Cl)cc1O,NRB,0
[O-][N+](=O)c1cc2[n]c[nH]c2cc1,NRB,0
CN(C)C(=N)NC(N)=N,NRB,0
[O-][N+](=O)c1ccccc1[N+](=O)[O-],NRB,0
C1CCC(N1)c1c[n]ccc1,NRB,0
OC(=O)C(Cl)(Cl)Cl,NRB,0
CCCCCCCCCCCCCCCCCCC#N,RB,1
ClC1(Cl)C2(Cl)C3CC(Cl)C(Cl)C3C1(Cl)C(Cl)=C2Cl,NRB,0
CCOc1cc(C=O)ccc1O,RB,1
Oc1[n]c(O)[n]c(O)[n]1,RB,1
Nc1c(N)ccc2c1c1ccc3c4c1c(C2=O)ccc4c1c2c3ccc3c2c(cc1)C(=O)c1c3cccc1,NRB,0
CNC(=O)Oc1cccc2ccccc21,RB,1
FC(Cl)(Cl)C(F)(Cl)Cl,NRB,0
CCCCC(COC(=O)C=C)CC,RB,1
CCCN(CCC)N=O,NRB,0
N#CCCN(c1ccc(c(c1)C)/N=N/c1nc2c(s1)cc(cc2)[N+](=O)[O-])CC,NRB,0
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2,RB,1
OCCN(CCO)c1cc(ccc1)NC(=O)c1ccccc1,NRB,0
OC(=O)c1ccc(c[n]1)C(O)=O,NRB,0
CCCCCCCCCCCCCCCCCCS,NRB,0
CCOP(S)(=S)OCC,NRB,0
s1c2ccccc2c3ccccc13,NRB,0
c1ccc(cc1)c2cc3ccccc3[nH]2,NRB,0
O=C1c2ccccc2c3cccc4cccc1c34,NRB,0
N#Cc1cc(cc(c1/N=N/c1ccc(cc1NC(=O)C)N(CC)CC)Br)[N+](=O)[O-],NRB,0
Nc1ccc(cc1)[S](N)(=O)=O,NRB,0
c1ccccc1CC(c2ccccc2)(C(C)CN(C)C)OC(=O)CC,NRB,0
Cc1c(Cc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)c(C)c(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)c(C)c1Cc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C,NRB,0
CCCCCCCCOc1cc(O)c(cc1)C(=O)c1ccccc1,NRB,0
Oc1ccc(cc1)S(O)(=O)=O,RB,1
OCc1ccc(Cl)cc1Cl,RB,1
OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O,NRB,0
CCN(O)CC,NRB,0
CCCCCC=CCC=CCCCCCCCC(O)=O,RB,1
c1ccccc1N=Nc1ccccc1,NRB,0
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)C1OCC(O)C1O,RB,1
CC(O)COC(=O)C=C,RB,1
O=C(N)C1=C(O)C(N(C)C)C2C(O)(C(O)=C3C(C(O)(C)c4c(c(O)ccc4)C3=O)C2O)C1=O,NRB,0
c1c(Cl)ccc(OC(C)(C)C(OCC)=O)c1,NRB,0
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
c1ccccc1CC(=O)NC1C2SC(C)(C)C(C(=O)O)N2C1=O,NRB,0
Oc1cc2ccc(cc2cc1S(=O)(=O)O)S(=O)(=O)O,NRB,0
Nc1cccc(N)n1,NRB,0
Cc1ccc(C)c(O)c1,NRB,0
C1C=CCCC1c1ccccc1,RB,1
Oc1ccc(cc1)C(=O)c2ccc(O)c(O)c2O,NRB,0
CCOC(=O)CCCCC(=O)O,RB,1
Cc1ccc(O)cc1N(=O)=O,NRB,0
CCO[Si](CCCN)(OCC)OCC,NRB,0
CC(C)C1CCC(C)CC1O,NRB,0
Cc1ccc(Cl)c(O)c1,NRB,0
Clc1ccccc1c2ccccc2Cl,NRB,0
Oc1c(cccc1C1CCCCC1)C1CCCCC1,NRB,0
OC(=O)C(O)(CC(O)=O)CC(O)=O,RB,1
O=C(CC(=O)c1ccccc1)c1ccccc1,RB,1
CC(=O)C(N=Nc1ccc(cc1Cl)-c1cc(Cl)c(cc1)N=NC(C(=O)Nc1ccccc1C)C(C)=O)C(=O)Nc1ccccc1C,NRB,0
CCOC(=O)c1ccc2c(c1)C(=O)OC2(c1ccc(cc1OCC)N(CC)CC)c1c2ccccc2n(c1C)CC,NRB,0
Nc1ccc2cc(cc(O)c2c1)[S](O)(=O)=O,NRB,0
CCCCCCCCc1ccc(O)cc1,NRB,0
OCC(CO)(CO)COCC(CO)(CO)CO,NRB,0
OC(=O)c1cccc(Cl)n1,NRB,0
Oc1ccc(O)c(c1)S(=O)(=O)O,RB,1
CCCCC\C=C/C\C=C/CCCCCCCC(=O)O,RB,1
Oc1c(Cl)cc(Cl)cc1[N+](=O)[O-],NRB,0
CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC,RB,1
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,NRB,0
OC1CCC(CC1O)C=C,NRB,0
Cc1ccccc1C,RB,1
CC(C)(C)c1cc(CN2C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C(=O)N(Cc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)C2=O)cc(c1O)C(C)(C)C,NRB,0
C\C=C\C=C\C(=O)O,RB,1
Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O,NRB,0
Oc1cc(ccc1)OC(=O)c1ccccc1,RB,1
OC(C(=O)c1ccccc1)c2ccccc2,RB,1
CCOCCOCCOCCO,RB,1
CN(C1CCCCC1)c2ccc3c(Oc4cc(C)c(Nc5ccccc5)cc4C36OC(=O)c7ccccc67)c2,NRB,0
Cc1ccccc1O,RB,1
CCCCCCC(O)=O,RB,1
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NRB,0
ClC1=C(Cl)C(Cl)(Cl)C(=C1Cl)Cl,NRB,0
CCCCCCCCCCCCN(C)C,RB,1
CC(=C)C=C,NRB,0
CN1C(C)(C)CC(CC1(C)C)OC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C(C1)(C)C)C,NRB,0
CCCCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,NRB,0
NCCO,RB,1
Cc1ccc(cc1O)N(=O)=O,NRB,0
NCCC[CH]1OC[C]2(CO1)CO[CH](CCCN)OC2,NRB,0
COP(=S)(OC)SCc1[n]c(N)[n]c(N)[n]1,NRB,0
ClCC(CCl)O[P](=O)(OC(CCl)CCl)OC(CCl)CCl,NRB,0
CCOC(=O)CC#N,RB,1
Oc1ccccc1Cc1ccccc1O,NRB,0
CC(=O)CC(=O)OC,RB,1
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,NRB,0
Oc1ccc(cc1)N=Nc1ccc(cc1)N=Nc1ccc(cc1)O,NRB,0
CC(C)C1=CC2C(C)CC1C3C2C(=O)OC3=O,NRB,0
NC(CC(=O)O)C(=O)O,RB,1
CCCCCCCC(=O)N(CCO)CCO,RB,1
CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,RB,1
CCCCCCCCCC=O,RB,1
[O-][N+](=O)c1cc(ccc1Nc2ccccc2)S(=O)(=O)Nc3ccccc3,NRB,0
CC(=O)OC=C,RB,1
NCCC(=O)O,RB,1
C1CC2OC2CC1C3CO3,NRB,0
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,NRB,0
Cc1cc(N)ccc1,NRB,0
Nc1ccc2ccccc2c1[S](O)(=O)=O,NRB,0
Oc1cc(Cl)c(Br)cc1Cl,NRB,0
OC(=O)\C=C\c1ccc(O)cc1,RB,1
CN(C)C(=O)C=C,NRB,0
CC(C)CCCCCCCCCCCCCCC(O)=O,RB,1
COC(=O)c1cc2ccc(cc2cc1)C(=O)OC,NRB,0
CCC(C)(O)C#C,RB,1
CCOCCO,RB,1
Nc1ccccc1N,NRB,0
N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,NRB,0
COc1c2OC(=O)C=Cc2cc2ccoc21,NRB,0
C1CN(CCO1)Sc2nc3ccccc3s2,NRB,0
OC(=O)CNC(=O)c1ccccc1,RB,1
OC(=O)c1cc2c(cc1)C(=O)OC2=O,RB,1
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c2c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c2I,NRB,0
CCC(=NO)C,NRB,0
CCCCOC(=O)C,RB,1
O=C1c2ccccc2C(=O)c2c1c(ccc2N)Sc1nc2c(s1)cccc2,NRB,0
CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c2cc(Br)c(OCC(Br)CBr)c(Br)c2,NRB,0
Oc1c(Br)cc(cc1Br)C#N,RB,1
Clc1ccc(c(Cl)c1)C(Cl)(Cl)Cl,NRB,0
OCC(CO)(CBr)CBr,NRB,0
OC(=O)c1ccc2ccccc2[n]1,RB,1
CC(C)=CCCC(C)=CC=O,RB,1
CC(c1ccccc1)c2ccc(O)cc2,NRB,0
CCN(c1ccc(c(c1)C)C=C(C#N)C#N)CCOC(=O)CCCCC(=O)OCCN(c1ccc(c(c1)C)C=C(C#N)C#N)CC,NRB,0
Oc1ccc(C=O)cc1,RB,1
N#CCCN(CCC#N)c1ccc(cc1)N=Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,NRB,0
ClC(c1ccccc1)c2ccc(Cl)cc2,NRB,0
Cc1ccc(cc1)S(N)(=O)=O,NRB,0
[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O,NRB,0
CC1COC(=O)O1,RB,1
O=C1C=CC(=O)N1c1ccc(Cc2ccc(cc2)N2C(=O)C=CC2=O)cc1,NRB,0
O=Cc1cccc(Oc2ccccc2)c1,NRB,0
Oc1cc(O)c(Cl)cc1,NRB,0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NRB,0
CC1CO1,RB,1
OC(=O)c1ccc(O)c(O)c1,RB,1
C=C1CC(=O)O1,RB,1
Brc1cccc(c1)Oc1ccc(c(c1Br)Br)Br,NRB,0
Cc1ccc(O)c(c1)[N+](=O)[O-],NRB,0
Brc1c(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c(Br)c1Br,NRB,0
CCN(CC)CC,NRB,0
[O-][N+](=O)c1ccccc1,NRB,0
OC(=O)CCCCCCCCCCCCCCCCCCCCC=C,RB,1
COP(=O)(OC=C(Cl)Cl)OC,RB,1
C1CCC(CC1)N(Sc2nc3ccccc3s2)C4CCCCC4,NRB,0
CCN(C1CCCCC1)C(=O)SCC,NRB,0
c1c2ccccc2cc2ccccc21,NRB,0
Cc1ccccc1N(CC)C(=O)C=CC,NRB,0
Cc1cc(N)c(cc1Cl)[S](O)(=O)=O,NRB,0
CC1(C)CC(O)CC(C)(C)N1,NRB,0
N1C(=O)N(C)c2ncn(C)c2C1(=O),NRB,0
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,NRB,0
CCOCCOCCOC(C)=O,RB,1
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,RB,1
CCC(C)=O,RB,1
OCCN(c1ccc(cc1)/N=N/c1c(Cl)cc(cc1Cl)[N+](=O)[O-])C,NRB,0
O=NN(c1ccccc1)c1ccccc1,RB,1
CCCCCCCCC(=O)C,RB,1
CC(=C)C(=O)OCCOCCOC(=O)C(=C)C,RB,1
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,NRB,0
CCCc1ccccc1,RB,1
Nc1c2C(=O)c3ccccc3C(=O)c2c(Br)cc1S(=O)(=O)O,NRB,0
ClCCOC(c1ccccc1)c1ccccc1,NRB,0
ClC(Cl)=C(Cl)Cl,NRB,0
Brc1cc(Cl)c2c(c1)C(=O)/C(=C\1/Nc3c(C1=O)cc(cc3Br)Br)/N2,NRB,0
Nc1ccc(Cc2cc(Cl)c(N)cc2)cc1Cl,NRB,0
N[C@@H](CCCN=C(N)N)C(O)=O,RB,1
O=C1NC(=O)c2ccccc12,RB,1
CCC(C)OC(C)=O,RB,1
COc1ccccc1NC(=O)CC(=O)C,NRB,0
ClC(Cl)c1ccccc1,RB,1
Cc1cc(ccc1)OP(=O)(Oc1cc(C)ccc1)Oc1cc(C)ccc1,RB,1
CC(C)c1ccccc1C,NRB,0
Oc1ccc(cc1)c2ccc(O)cc2,NRB,0
c1ccc2c(c1)[nH]c3ccccc23,NRB,0
CCCOC(C)=O,RB,1
c1ccc2c(c1)c3cccc4cccc2c34,NRB,0
Oc1c(Cl)cc(Cl)cc1N(=O)=O,NRB,0
CCCCOC(=O)C(C)=C,RB,1
CN(C)C,RB,1
CC(C)=CC1C(C(=O)OCN2C(=O)C3CCCCC=3C2=O)C1(C)C,NRB,0
CC1CC(C)(C)CC(=O)C=1,RB,1
CCOc1cc(N=Nc2c(Br)cc(cc2N(=O)=O)N(=O)=O)c(c(c1)N(CCOC(=O)C)CCOC(=O)C)NC(=O)C,NRB,0
CCCCC(O)=O,RB,1
CCC(CC)C(=O)O,RB,1
Cc1ccc(Cl)cc1,NRB,0
C[Si](O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)(C)C,NRB,0
CNc1ccccc1,NRB,0
CCOc1ccc2NC(C)(C)C=C(C)c2c1,NRB,0
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,NRB,0
CCCC(C)C,RB,1
NCC1CCC(CC1)C(O)=O,NRB,0
COCCOC(=O)C,RB,1
Cc1cccc(c1)C(O)=O,RB,1
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,NRB,0
CN1CCCC1=O,RB,1
CCCCNCC,RB,1
CCCCCCCCCCCCCOP(OC1CCCCC1)OC2CCCCC2,NRB,0
c1ccc2cc3ccccc3cc2c1,NRB,0
O=C(OCc1ccccc1)c2ccccc2,RB,1
CO[P](=O)(OC)OC,NRB,0
CCN(Cc1cccc(c1)S(=O)(=O)[O-])c2ccc(cc2)C(=C3C=CC(=[N+](CC)Cc4cccc(c4)S(=O)(=O)O)C=C3)c5ccc(cc5)N(C)C,NRB,0
OC(=O)c1cccc(O)c1,RB,1
CCCc1cc(Cl)cc(c1)c1ccncc1,NRB,0
c1cccc2ccccc21,RB,1
O=C1N(CC2CO2)C(=O)N(CC2CO2)C(=O)N1CC1CO1,NRB,0
CCCCCCCCCCCCCCCCC=CC1CC(=O)OC1=O,NRB,0
CC(=O)Nc1cc2Cc3cc(F)ccc3-c2cc1,NRB,0
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,NRB,0
Cc1ccc(cc1O)[N+](=O)[O-],NRB,0
Nc1ccc2cc(cc(O)c2c1)S(=O)(=O)O,NRB,0
ClC(=O)c1ccc(Cl)cc1,NRB,0
Nc1ccc(cc1Cl)[N+](=O)[O-],NRB,0
C1C2OC2CCC1C1CO1,NRB,0
CNCCO,RB,1
Cc1ccccc1NC(=N)Nc2ccccc2C,NRB,0
Cc1ccc(cc1)S(=O)O,RB,1
Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,NRB,0
CC(=O)Nc1cc(N)c(cc1)OC,NRB,0
Cc1ccccc1S(=O)(=O)O,NRB,0
Oc1cccc(Cl)c1,NRB,0
Cc1ccc(O)cc1,RB,1
O=Cc1ccco1,RB,1
Cc1cc(Cl)c(C)cc1,NRB,0
CCC9(O)CC3CN(CCc1c([nH]c2ccccc12)C(C3)(C(=O)OC)c4cc5c(cc4OC)N(C)C6C(O)(C(O)C7(CC)C=CCN8CCC56C78)C(N)=O)C9,NRB,0
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,NRB,0
Cc1ccc(C)c(Cc2ccccc2)c1,NRB,0
Oc1ccc2c(c1N=Nc1ccccc1[N+](=O)[O-])cccc2,NRB,0
ClC1CC2C(C1Cl)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,NRB,0
Nc1cccc[n]1,NRB,0
CCOCCCCCCCCC(C(C(C)C)C)C(CCN)C,NRB,0
[O-][N+](=O)c1ccc(O)c2c1C(=O)c1c(C2=O)c(O)ccc1Nc1ccccc1,NRB,0
CCCCC(C)=O,NRB,0
c1[n]c2ccccc2[s]1,NRB,0
CC(c1ccccc1)c2cc(C(C)c3ccccc3)c(cc2O)C(C)c4ccccc4,NRB,0
CCc1ccccc1,NRB,0
Cc1cc(c(O)c(C)c1)C(C)(C)C,NRB,0
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,RB,1
Oc1ccc(cc1)[S](O)(=O)=O,RB,1
CCC(COCC(CO)(CO)CC)(CO)CO,NRB,0
N#CC(=Cc1cc2C(C)CC(N(c2cc1C)CCC(=O)Nc1ccccc1)(C)C)C#N,NRB,0
Cc1c(O)cccc1O,NRB,0
Oc1cc(Cl)c(Cl)cc1,NRB,0
FC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O,NRB,0
CC(CCl)OC(C)CCl,NRB,0
CCC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N](=O)=O)N(CCOC(C)=O)CCOC(C)=O,NRB,0
CC(Br)(COc1c(Br)cc(Br)cc1Br)CBr,NRB,0
CC=CCCC,NRB,0
C1COCCN1SSN1CCOCC1,NRB,0
Clc1ccc(C=C)cc1,NRB,0
Cc1cc(O)ccc1[N+]([O-])=O,NRB,0
CC(=C)C(=O)OCC=C,RB,1
CCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,RB,1
COc1cc(C=O)ccc1O,RB,1
Cc1c(Cl)cccc1Nc1ccccc1C(O)=O,NRB,0
S=C(SSSSC(=S)N1CCCCC1)N2CCCCC2,NRB,0
CC(Nc1nc(nc(n1)c1ccccc1)Nc1cc(C(=O)C)c(c2c1C(=O)c1ccccc1C2=O)N)C,NRB,0
CCO[P]([S-])(=S)OCC,NRB,0
CC1=CC(C)(C)Nc2ccccc12,NRB,0
OCCN(S(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)CC,NRB,0
CC(C)(C)c1cc(n2nc3ccccc3n2)c(O)c(c1)C(C)(C)C,NRB,0
CN1C=C(C(=O)C(=C1)c1ccccc1)c1cc(ccc1)C(F)(F)F,NRB,0
CCOc1ccc(NC(C)=O)cc1,NRB,0
CC(C)(C)c1cc(cc(c1O)-[n]1[n]c2ccccc2[n]1)C(C)(C)C,NRB,0
CC(C)(C)c1ccccc1O,NRB,0
Oc1ccc2ccccc2c1,RB,1
CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,NRB,0
CCCCCCCCCCCC(O)=O,RB,1
CCC(C)c1ccccc1OC(=O)NC,NRB,0
CCCc1cc(ccc1Cl)c1ccncc1,NRB,0
CCCCCCCCCCCCc1cc(Oc2ccc(cc2)S(=O)(=O)O)cc(c1)S(=O)(=O)O,NRB,0
O=Nc1ccc(Nc2ccccc2)cc1,NRB,0
CC(=O)Nc1ccccc1,RB,1
[nH]1c2ccccc2cc1c3ccccc3,NRB,0
N#Cc1cc(ccc1)C#N,NRB,0
CCN1CCOCC1,NRB,0
CN(Cc2cnc1nc(N)nc(N)c1n2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O,NRB,0
N(c1ccccc1)c2ccccc2,NRB,0
OS(=O)(=O)c1cccc2C(=O)c3ccccc3C(=O)c12,NRB,0
CCOC(=O)C=C,RB,1
CC(c1ccccc1)c1ccc(O)cc1,NRB,0
CCCCCCCC/C=C/CCCCCCCC(=O)OCCCC,RB,1
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C,NRB,0
Nc1c(ccc2c1C(=O)c1ccccc1C2=O)c1nnc(o1)c1ccc(cc1)c1nnc(o1)c1ccc2c(c1N)C(=O)c1c(C2=O)cccc1,NRB,0
CC(=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C)C,NRB,0
CCCCCCCCO[C@@H]1OC(CO)[C@@H](O)[C@H](O)[C@H]1O,RB,1
CCCCCCCCCCCCCCCCCCCCCC(N)=O,NRB,0
Nc1ccc(Cl)cc1Cl,NRB,0
C[N+](C)(C)OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)N1C=CC(N)=NC1=O,RB,1
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,NRB,0
OC(=O)c1cc(Cl)ccc1Cl,NRB,0
C[Si](C)(C)N[Si](C)(C)C,NRB,0
Clc1ccccc1C1CO1,NRB,0
Nc1ccc(S(=O)(=O)NC2=NOC(C)=C2)cc1,NRB,0
Clc1ccc(c(c1)NC(=O)c1cc2ccccc2cc1O)C,NRB,0
OCCN(CCO)CCO,NRB,0
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,NRB,0
CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)n2nc3ccccc3n2,NRB,0
Clc1ccccc1,NRB,0
BrC(Br)c1ccccc1OCC1CO1,NRB,0
CC(C)(C)c1cc(cc(c1O)-[n]1[n]c2ccc(Cl)cc2[n]1)C(C)(C)C,NRB,0
CCOCCOC(=O)C,RB,1
Oc1ccc(cc1C(C)(C)C)c1ccc(cc1)C(C)(C)C,NRB,0
CCNS(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,NRB,0
CCC=CCCO,RB,1
[O-][N+](=O)C(CO)(CO)CO,RB,1
Oc1cc2ccccc2cc1C(=O)Nc3ccccc3,NRB,0
CCNc1ccc2c(c1/N=N/c1ccc(cc1)/N=N/c1ccccc1)cccc2,NRB,0
CCCCCCc1ccccc1,RB,1
Cc1cccc2ccccc21,NRB,0
COC(=O)CCC(=O)OC,RB,1
ClCC(Br)CBr,NRB,0
CCCCCCCCCCCCS(O)(=O)=O,RB,1
ClC=C(Cl)Cl,NRB,0
NC1CCCCC1,RB,1
NC(=N)N(c1ccccc1)c1ccccc1,NRB,0
NC(=O)Nc1ccccc1,NRB,0
O1CC1COc1ccc(cc1)C(C(c1ccc(cc1)OCC1OC1)c1ccc(cc1)OCC1OC1)c1ccc(cc1)OCC1OC1,NRB,0
C1CCCCN1,RB,1
CCCCCCCCCCCCCCCO,RB,1
Cc1cc(O)ccc1C,RB,1
OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,NRB,0
CCCCCCCCC=CCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,RB,1
CC(C)(C)N,NRB,0
OC(=O)CC(O)=O,RB,1
C(Oc1ccccc1)C2CO2,NRB,0
ClCBr,NRB,0
C=CC1CCC=CC1,NRB,0
CNC(=O)Oc1ccc(N(C)C)c(C)c1,RB,1
C=Cc1cc[n]cc1,NRB,0
OC(=O)CC(O)(CC(O)=O)C(O)=O,RB,1
COC(C)(C)CCOC(C)=O,RB,1
Oc1cc[n]cc1,RB,1
OC(=O)c1ccccc1Cl,NRB,0
N#Cc1c(NCCCOCCOc2ccccc2)nc(c(c1C)/N=N/c1ccc(cc1Cl)S(=O)(=O)C)NCCCOCCOc1ccccc1,NRB,0
[nH]1c2ccccc2c3ccccc13,NRB,0
CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C,RB,1
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,NRB,0
COC(=O)C=C,RB,1
CN(CCN(C)C)CCN(C)C,NRB,0
NS(=O)(=O)c1ccccc1,NRB,0
CC(O)C(O)=O,RB,1
CC(=C)c1ccc(O)cc1,NRB,0
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,NRB,0
OC(c1ccccc1)C(=O)c2ccccc2,RB,1
CC(O)C(=O)C,RB,1
CN(C)c1cccc(c1)C(O)=O,NRB,0
C=C(C(O)=O)c1ccccc1,RB,1
O=Cc1ccccc1Cl,NRB,0
